,day,parts_of_day,duration_minutes,month,subscriber_type,year,start_hour,count,path_id,origin-dest,latitude,location,longitude,name,station_id,status,start_count,end_count
2516,5,late afternoon,34.964285714285715,3,24-Hour Kiosk (Austin B-cycle),2014.0,14.321428571428571,28,2516,origin,30.26383,(30.26383 -97.72864),-97.72864,6th & Navasota St.,1002,closed,1283,1017
2516,5,late afternoon,34.964285714285715,3,24-Hour Kiosk (Austin B-cycle),2014.0,14.321428571428571,28,2516,destination,30.25103,(30.25103 -97.74926),-97.74926,South Congress & James,2503,active,14376,14616
2515,6,early afternoon,33.107142857142854,6,24-Hour Kiosk (Austin B-cycle),2014.8214285714287,12.678571428571429,28,2515,origin,30.27624,(30.27624 -97.74831),-97.74831,ACC - West & 12th Street,2546,closed,4472,4184
2515,6,early afternoon,33.107142857142854,6,24-Hour Kiosk (Austin B-cycle),2014.8214285714287,12.678571428571429,28,2515,destination,30.26452,(30.26452 -97.7712),-97.7712,Barton Springs Pool,2572,active,11810,10733
2514,5,evening,28.0,4,Walk Up,2015.7142857142858,16.035714285714285,28,2514,origin,30.262,(30.262 -97.76118),-97.76118,Barton Springs @ Kinney Ave,2711,active,15230,15851
2514,5,evening,28.0,4,Walk Up,2015.7142857142858,16.035714285714285,28,2514,destination,30.27654,(30.27654 -97.74155),-97.74155,State Capitol @ 14th & Colorado,2541,active,4708,3591
2513,6,early afternoon,26.892857142857142,10,Walk Up,2016.0714285714287,15.25,28,2513,origin,30.25941,(30.25941 -97.74971),-97.74971,Long Center @ South 1st & Riverside,2549,active,15708,16643
2513,6,early afternoon,26.892857142857142,10,Walk Up,2016.0714285714287,15.25,28,2513,destination,30.25987,(30.25987 -97.72373),-97.72373,East 4th & Chicon,3292,active,3343,3536
2512,6,late afternoon,21.178571428571427,3,Walk Up,2016.0,13.178571428571429,28,2512,origin,30.26774,(30.26774 -97.74692),-97.74692,Republic Square @ Guadalupe & 4th St.,2550,moved,10781,11473
2512,6,late afternoon,21.178571428571427,3,Walk Up,2016.0,13.178571428571429,28,2512,destination,30.27466,(30.27466 -97.77028),-97.77028,MoPac Pedestrian Bridge @ Veterans Drive,3377,active,8436,8260
2511,3,evening,22.607142857142858,3,Walk Up,2016.0,15.714285714285714,28,2511,origin,30.26754,(30.26754 -97.74154),-97.74154,Brazos & 6th,3390,active,7228,7659
2511,3,evening,22.607142857142858,3,Walk Up,2016.0,15.714285714285714,28,2511,destination,30.27624,(30.27624 -97.74831),-97.74831,ACC - West & 12th Street,2546,closed,4472,4184
2510,5,early afternoon,19.928571428571427,5,Local365,2016.0,13.214285714285714,28,2510,origin,30.2563,(30.2563 -97.71007),-97.71007,Capital Metro HQ - East 5th at Broadway,2823,active,2456,2452
2510,5,early afternoon,19.928571428571427,5,Local365,2016.0,13.214285714285714,28,2510,destination,30.26896,(30.26896 -97.72843),-97.72843,East 11th St. at Victory Grill,2568,active,5031,3780
2509,3,early afternoon,34.964285714285715,4,Walk Up,2017.0,15.071428571428571,28,2509,origin,30.26452,(30.26452 -97.7712),-97.7712,Barton Springs Pool,2572,active,11810,10733
2509,3,early afternoon,34.964285714285715,4,Walk Up,2017.0,15.071428571428571,28,2509,destination,30.26822,(30.26822 -97.74285),-97.74285,6th & Congress,3619,active,2290,2586
2508,0,late morning,19.142857142857142,3,Local30,2017.0,13.392857142857142,28,2508,origin,30.25895,(30.25895 -97.71475),-97.71475,East 6th & Pedernales St.,2544,active,4194,3891
2508,0,late morning,19.142857142857142,3,Local30,2017.0,13.392857142857142,28,2508,destination,30.26455,(30.26455 -97.73165),-97.73165,Medina & East 6th,3660,active,1563,1444
2507,4,late afternoon,13.642857142857142,3,Local365,2015.9285714285713,14.785714285714286,28,2507,origin,30.26032,(30.26032 -97.71899),-97.71899,East 6th at Robert Martinez,2822,active,5868,5509
2507,4,late afternoon,13.642857142857142,3,Local365,2015.9285714285713,14.785714285714286,28,2507,destination,30.26889,(30.26889 -97.74525),-97.74525,Lavaca & 6th,1007,active,3994,4150
2506,6,late afternoon,96.35714285714286,3,Walk Up,2015.5,15.821428571428571,28,2506,origin,30.26446,(30.26446 -97.75665),-97.75665,Riverside @ S. Lamar,2575,active,27383,27100
2506,6,late afternoon,96.35714285714286,3,Walk Up,2015.5,15.821428571428571,28,2506,destination,30.26032,(30.26032 -97.71899),-97.71899,East 6th at Robert Martinez,2822,active,5868,5509
2505,5,early afternoon,16.821428571428573,3,24-Hour Kiosk (Austin B-cycle),2014.642857142857,14.357142857142858,28,2505,origin,30.26774,(30.26774 -97.74692),-97.74692,Republic Square @ Guadalupe & 4th St.,2550,moved,10781,11473
2505,5,early afternoon,16.821428571428573,3,24-Hour Kiosk (Austin B-cycle),2014.642857142857,14.357142857142858,28,2505,destination,30.26896,(30.26896 -97.72843),-97.72843,East 11th St. at Victory Grill,2568,active,5031,3780
2504,4,late afternoon,35.92857142857143,7,Walk Up,2015.2857142857142,14.285714285714286,28,2504,origin,30.26452,(30.26452 -97.7712),-97.7712,Barton Springs Pool,2572,active,11810,10733
2504,4,late afternoon,35.92857142857143,7,Walk Up,2015.2857142857142,14.285714285714286,28,2504,destination,30.27974,(30.27974 -97.74254),-97.74254,17th & Guadalupe,2540,active,7357,5534
2503,2,late afternoon,9.571428571428571,6,Local365,2016.4285714285713,12.964285714285714,28,2503,origin,30.26753,(30.26753 -97.74805),-97.74805,Republic Square @ Federal Courthouse Plaza,3455,active,3741,3547
2503,2,late afternoon,9.571428571428571,6,Local365,2016.4285714285713,12.964285714285714,28,2503,destination,30.26912,(30.26912 -97.73986),-97.73986,San Jacinto & 8th Street,2562,active,8595,7510
2502,5,late afternoon,13.785714285714286,3,Walk Up,2015.107142857143,14.892857142857142,28,2502,origin,30.27336,(30.27336 -97.73805),-97.73805,State Capitol Visitors Garage @ San Jacinto & 12th,2561,active,4682,3748
2502,5,late afternoon,13.785714285714286,3,Walk Up,2015.107142857143,14.892857142857142,28,2502,destination,30.26416,(30.26416 -97.73289),-97.73289,5th & San Marcos,2564,moved,7187,6999
2501,1,early afternoon,16.035714285714285,3,Walk Up,2017.0,14.785714285714286,28,2501,origin,30.26426,(30.26426 -97.74023),-97.74023,Convention Center / 3rd & Trinity,2539,active,13903,15733
2501,1,early afternoon,16.035714285714285,3,Walk Up,2017.0,14.785714285714286,28,2501,destination,30.26822,(30.26822 -97.74285),-97.74285,6th & Congress,3619,active,2290,2586
2500,4,early afternoon,44.285714285714285,5,Walk Up,2016.392857142857,14.821428571428571,28,2500,origin,30.25971,(30.25971 -97.75346),-97.75346,Palmer Auditorium,2567,active,14385,13169
2500,4,early afternoon,44.285714285714285,5,Walk Up,2016.392857142857,14.821428571428571,28,2500,destination,30.25987,(30.25987 -97.72373),-97.72373,East 4th & Chicon,3292,active,3343,3536
2499,4,late afternoon,28.75,3,24-Hour Kiosk (Austin B-cycle),2015.142857142857,15.642857142857142,28,2499,origin,30.25971,(30.25971 -97.75346),-97.75346,Palmer Auditorium,2567,active,14385,13169
2499,4,late afternoon,28.75,3,24-Hour Kiosk (Austin B-cycle),2015.142857142857,15.642857142857142,28,2499,destination,30.27974,(30.27974 -97.74254),-97.74254,17th & Guadalupe,2540,active,7357,5534
2498,1,late afternoon,14.607142857142858,4,Local365,2017.0,13.678571428571429,28,2498,origin,30.26822,(30.26822 -97.74285),-97.74285,6th & Congress,3619,active,2290,2586
2498,1,late afternoon,14.607142857142858,4,Local365,2017.0,13.678571428571429,28,2498,destination,30.27974,(30.27974 -97.74254),-97.74254,17th & Guadalupe,2540,active,7357,5534
2497,2,late afternoon,16.285714285714285,1,Local365,2016.0,14.785714285714286,28,2497,origin,30.26025,(30.26025 -97.71002),-97.71002,East 7th & Pleasant Valley,3381,closed,550,510
2497,2,late afternoon,16.285714285714285,1,Local365,2016.0,14.785714285714286,28,2497,destination,30.26416,(30.26416 -97.73289),-97.73289,5th & San Marcos,2564,moved,7187,6999
2496,5,evening,40.75,10,Walk Up,2015.607142857143,18.857142857142858,28,2496,origin,30.26587,(30.26587 -97.76826),-97.76826,Zilker Park West,1006,ACL only,1354,1659
2496,5,evening,40.75,10,Walk Up,2015.607142857143,18.857142857142858,28,2496,destination,30.26019,(30.26019 -97.73845),-97.73845,Davis at Rainey Street,2563,active,22008,21632
2495,0,early afternoon,37.857142857142854,9,Walk Up,2015.25,14.678571428571429,28,2495,origin,30.25542,(30.25542 -97.71665),-97.71665,East 2nd & Pedernales,3293,active,2603,2583
2495,0,early afternoon,37.857142857142854,9,Walk Up,2015.25,14.678571428571429,28,2495,destination,30.25802,(30.25802 -97.7391),-97.7391,Rainey @ River St,2576,closed,3048,2936
2494,5,early afternoon,23.285714285714285,1,Walk Up,2016.357142857143,14.607142857142858,28,2494,origin,30.25226,(30.25226 -97.74854),-97.74854,South Congress & Academy,2570,active,14173,13724
2494,5,early afternoon,23.285714285714285,1,Walk Up,2016.357142857143,14.607142857142858,28,2494,destination,30.26753,(30.26753 -97.74805),-97.74805,Republic Square @ Federal Courthouse Plaza,3455,active,3741,3547
2493,3,late afternoon,8.607142857142858,11,Walk Up,2015.3214285714287,15.285714285714286,28,2493,origin,30.25802,(30.25802 -97.7391),-97.7391,Rainey @ River St,2576,closed,3048,2936
2493,3,late afternoon,8.607142857142858,11,Walk Up,2015.3214285714287,15.285714285714286,28,2493,destination,30.25987,(30.25987 -97.72373),-97.72373,East 4th & Chicon,3292,active,3343,3536
2492,0,late morning,18.535714285714285,3,Walk Up,2016.5357142857142,14.607142857142858,28,2492,origin,30.26753,(30.26753 -97.74805),-97.74805,Republic Square @ Federal Courthouse Plaza,3455,active,3741,3547
2492,0,late morning,18.535714285714285,3,Walk Up,2016.5357142857142,14.607142857142858,28,2492,destination,30.28395,(30.28395 -97.74198),-97.74198,Guadalupe & 21st,2547,moved,6863,7423
2491,5,late afternoon,32.964285714285715,10,Walk Up,2015.0,16.678571428571427,28,2491,origin,30.2659,(30.2659 -97.76822),-97.76822,Zilker Park,2574,active,13302,15238
2491,5,late afternoon,32.964285714285715,10,Walk Up,2015.0,16.678571428571427,28,2491,destination,30.26304,(30.26304 -97.75824),-97.75824,Toomey Rd @ South Lamar,2712,closed,3439,3361
2490,4,early afternoon,74.17857142857143,5,Walk Up,2016.5,12.607142857142858,28,2490,origin,30.25542,(30.25542 -97.71665),-97.71665,East 2nd & Pedernales,3293,active,2603,2583
2490,4,early afternoon,74.17857142857143,5,Walk Up,2016.5,12.607142857142858,28,2490,destination,30.26968,(30.26968 -97.73074),-97.73074,East 11th St. & San Marcos,2569,active,8755,6617
2489,1,late afternoon,24.857142857142858,4,Local365,2015.3214285714287,16.535714285714285,28,2489,origin,30.2698,(30.2698 -97.74186),-97.74186,8th & Congress,2496,active,12851,13913
2489,1,late afternoon,24.857142857142858,4,Local365,2015.3214285714287,16.535714285714285,28,2489,destination,30.25802,(30.25802 -97.7391),-97.7391,Rainey @ River St,2576,closed,3048,2936
2488,5,early afternoon,19.321428571428573,10,Walk Up,2015.142857142857,15.75,28,2488,origin,30.26694,(30.26694 -97.74939),-97.74939,Nueces @ 3rd,1008,moved,4307,4163
2488,5,early afternoon,19.321428571428573,10,Walk Up,2015.142857142857,15.75,28,2488,destination,30.28039,(30.28039 -97.73809),-97.73809,Bullock Museum @ Congress & MLK,2538,active,10799,9101
2487,0,evening,46.32142857142857,6,Walk Up,2015.7857142857142,15.142857142857142,28,2487,origin,30.24891,(30.24891 -97.75019),-97.75019,South Congress & Elizabeth,2504,active,11932,10383
2487,0,evening,46.32142857142857,6,Walk Up,2015.7857142857142,15.142857142857142,28,2487,destination,30.26896,(30.26896 -97.72843),-97.72843,East 11th St. at Victory Grill,2568,active,5031,3780
2486,5,early afternoon,55.42857142857143,10,Local365,2015.5714285714287,11.821428571428571,28,2486,origin,30.27193,(30.27193 -97.73854),-97.73854,11th & San Jacinto,3291,active,2981,1929
2486,5,early afternoon,55.42857142857143,10,Local365,2015.5714285714287,11.821428571428571,28,2486,destination,30.27624,(30.27624 -97.74831),-97.74831,ACC - West & 12th Street,2546,closed,4472,4184
2485,6,late morning,42.892857142857146,5,Walk Up,2016.4285714285713,13.892857142857142,28,2485,origin,30.26754,(30.26754 -97.74154),-97.74154,Brazos & 6th,3390,active,7228,7659
2485,6,late morning,42.892857142857146,5,Walk Up,2016.4285714285713,13.892857142857142,28,2485,destination,30.25542,(30.25542 -97.71665),-97.71665,East 2nd & Pedernales,3293,active,2603,2583
2547,6,late morning,89.18518518518519,3,Walk Up,2014.962962962963,16.0,27,2547,origin,30.26912,(30.26912 -97.73986),-97.73986,San Jacinto & 8th Street,2562,active,8595,7510
2547,6,late morning,89.18518518518519,3,Walk Up,2014.962962962963,16.0,27,2547,destination,30.27624,(30.27624 -97.74831),-97.74831,ACC - West & 12th Street,2546,closed,4472,4184
2546,0,evening,19.814814814814813,4,Local365,2015.4074074074074,18.074074074074073,27,2546,origin,30.27624,(30.27624 -97.74831),-97.74831,ACC - West & 12th Street,2546,closed,4472,4184
2546,0,evening,19.814814814814813,4,Local365,2015.4074074074074,18.074074074074073,27,2546,destination,30.26896,(30.26896 -97.72843),-97.72843,East 11th St. at Victory Grill,2568,active,5031,3780
2545,4,early afternoon,15.88888888888889,11,24-Hour Kiosk (Austin B-cycle),2015.1851851851852,10.555555555555555,27,2545,origin,30.25895,(30.25895 -97.71475),-97.71475,East 6th & Pedernales St.,2544,active,4194,3891
2545,4,early afternoon,15.88888888888889,11,24-Hour Kiosk (Austin B-cycle),2015.1851851851852,10.555555555555555,27,2545,destination,30.26968,(30.26968 -97.73074),-97.73074,East 11th St. & San Marcos,2569,active,8755,6617
2544,4,late afternoon,62.0,10,Walk Up,2016.0,18.14814814814815,27,2544,origin,30.2659,(30.2659 -97.76822),-97.76822,Zilker Park,2574,active,13302,15238
2544,4,late afternoon,62.0,10,Walk Up,2016.0,18.14814814814815,27,2544,destination,30.26968,(30.26968 -97.73074),-97.73074,East 11th St. & San Marcos,2569,active,8755,6617
2543,2,early afternoon,32.51851851851852,4,Walk Up,2016.5925925925926,15.444444444444445,27,2543,origin,30.28576,(30.28576 -97.74181),-97.74181,UT West Mall @ Guadalupe,2548,active,10855,9219
2543,2,early afternoon,32.51851851851852,4,Walk Up,2016.5925925925926,15.444444444444445,27,2543,destination,30.25839,(30.25839 -97.74592),-97.74592,South Congress & Barton Springs at the Austin American-Statesman,3513,active,5528,5688
2542,1,evening,18.25925925925926,6,Local365,2017.0,17.14814814814815,27,2542,origin,30.26476,(30.26476 -97.74678),-97.74678,City Hall / Lavaca & 2nd,2499,active,27819,32497
2542,1,evening,18.25925925925926,6,Local365,2017.0,17.14814814814815,27,2542,destination,30.27616,(30.27616 -97.74488),-97.74488,13th & San Antonio,3635,active,517,527
2541,4,evening,21.51851851851852,7,Annual Membership (Austin B-cycle),2014.5555555555557,16.962962962962962,27,2541,origin,30.26304,(30.26304 -97.75824),-97.75824,Toomey Rd @ South Lamar,2712,closed,3439,3361
2541,4,evening,21.51851851851852,7,Annual Membership (Austin B-cycle),2014.5555555555557,16.962962962962962,27,2541,destination,30.26461,(30.26461 -97.73049),-97.73049,Waller & 6th St.,2536,closed,5664,5630
2540,5,early afternoon,74.92592592592592,2,Walk Up,2015.8148148148148,12.222222222222221,27,2540,origin,30.25895,(30.25895 -97.71475),-97.71475,East 6th & Pedernales St.,2544,active,4194,3891
2540,5,early afternoon,74.92592592592592,2,Walk Up,2015.8148148148148,12.222222222222221,27,2540,destination,30.25103,(30.25103 -97.74926),-97.74926,South Congress & James,2503,active,14376,14616
2539,1,late afternoon,38.2962962962963,5,Walk Up,2015.6666666666667,15.481481481481481,27,2539,origin,30.24891,(30.24891 -97.75019),-97.75019,South Congress & Elizabeth,2504,active,11932,10383
2539,1,late afternoon,38.2962962962963,5,Walk Up,2015.6666666666667,15.481481481481481,27,2539,destination,30.25895,(30.25895 -97.71475),-97.71475,East 6th & Pedernales St.,2544,active,4194,3891
2538,5,late afternoon,50.074074074074076,2,Walk Up,2017.0,16.51851851851852,27,2538,origin,30.262,(30.262 -97.76118),-97.76118,Barton Springs @ Kinney Ave,2711,active,15230,15851
2538,5,late afternoon,50.074074074074076,2,Walk Up,2017.0,16.51851851851852,27,2538,destination,30.26911,(30.26911 -97.7462),-97.7462,Guadalupe & 6th,3294,active,931,885
2537,5,early afternoon,95.55555555555556,3,24-Hour Kiosk (Austin B-cycle),2014.0,13.925925925925926,27,2537,origin,30.26383,(30.26383 -97.72864),-97.72864,6th & Navasota St.,1002,closed,1283,1017
2537,5,early afternoon,95.55555555555556,3,24-Hour Kiosk (Austin B-cycle),2014.0,13.925925925925926,27,2537,destination,30.2587,(30.2587 -97.74872),-97.74872,Barton Springs & Riverside,2502,active,15464,16151
2536,4,evening,16.85185185185185,3,24-Hour Kiosk (Austin B-cycle),2014.0,15.814814814814815,27,2536,origin,30.26476,(30.26476 -97.74678),-97.74678,City Hall / Lavaca & 2nd,2499,active,27819,32497
2536,4,evening,16.85185185185185,3,24-Hour Kiosk (Austin B-cycle),2014.0,15.814814814814815,27,2536,destination,30.26383,(30.26383 -97.72864),-97.72864,6th & Navasota St.,1002,closed,1283,1017
2535,6,early afternoon,35.74074074074074,5,Walk Up,2016.6666666666667,14.333333333333334,27,2535,origin,30.25987,(30.25987 -97.72373),-97.72373,East 4th & Chicon,3292,active,3343,3536
2535,6,early afternoon,35.74074074074074,5,Walk Up,2016.6666666666667,14.333333333333334,27,2535,destination,30.25839,(30.25839 -97.74592),-97.74592,South Congress & Barton Springs at the Austin American-Statesman,3513,active,5528,5688
2534,6,early afternoon,18.11111111111111,10,Local365,2015.7407407407406,11.666666666666666,27,2534,origin,30.26416,(30.26416 -97.73289),-97.73289,5th & San Marcos,2564,moved,7187,6999
2534,6,early afternoon,18.11111111111111,10,Local365,2015.7407407407406,11.666666666666666,27,2534,destination,30.27624,(30.27624 -97.74831),-97.74831,ACC - West & 12th Street,2546,closed,4472,4184
2533,2,early afternoon,19.333333333333332,3,24-Hour Kiosk (Austin B-cycle),2014.0,15.185185185185185,27,2533,origin,30.27106,(30.27106 -97.74563),-97.74563,8th & Guadalupe,1003,closed,577,507
2533,2,early afternoon,19.333333333333332,3,24-Hour Kiosk (Austin B-cycle),2014.0,15.185185185185185,27,2533,destination,30.26483,(30.26483 -97.739),-97.739,Convention Center / 4th St. @ MetroRail,2498,active,23899,26439
2532,5,late afternoon,16.40740740740741,1,24-Hour Kiosk (Austin B-cycle),2014.037037037037,13.777777777777779,27,2532,origin,30.26751,(30.26751 -97.74802),-97.74802,Republic Square,2500,moved,453,433
2532,5,late afternoon,16.40740740740741,1,24-Hour Kiosk (Austin B-cycle),2014.037037037037,13.777777777777779,27,2532,destination,30.26634,(30.26634 -97.74378),-97.74378,4th & Congress,2495,active,24392,27380
2531,5,early afternoon,14.185185185185185,9,Walk Up,2014.5555555555557,15.666666666666666,27,2531,origin,30.28039,(30.28039 -97.73809),-97.73809,Bullock Museum @ Congress & MLK,2538,active,10799,9101
