,day,parts_of_day,duration_minutes,month,subscriber_type,year,start_hour,count,path_id,origin-dest,latitude,location,longitude,name,station_id,status,start_count,end_count
2408,1,late afternoon,44.935483870967744,6,Walk Up,2016.6129032258063,14.64516129032258,31,2408,origin,30.28039,(30.28039 -97.73809),-97.73809,Bullock Museum @ Congress & MLK,2538,active,10799,9101
2408,1,late afternoon,44.935483870967744,6,Walk Up,2016.6129032258063,14.64516129032258,31,2408,destination,30.25839,(30.25839 -97.74592),-97.74592,South Congress & Barton Springs at the Austin American-Statesman,3513,active,5528,5688
2407,5,early afternoon,37.935483870967744,2,Walk Up,2016.3548387096773,12.612903225806452,31,2407,origin,30.27193,(30.27193 -97.73854),-97.73854,11th & San Jacinto,3291,active,2981,1929
2407,5,early afternoon,37.935483870967744,2,Walk Up,2016.3548387096773,12.612903225806452,31,2407,destination,30.25103,(30.25103 -97.74926),-97.74926,South Congress & James,2503,active,14376,14616
2406,5,early afternoon,15.35483870967742,11,Local365,2016.516129032258,15.612903225806452,31,2406,origin,30.25971,(30.25971 -97.75346),-97.75346,Palmer Auditorium,2567,active,14385,13169
2406,5,early afternoon,15.35483870967742,11,Local365,2016.516129032258,15.612903225806452,31,2406,destination,30.26753,(30.26753 -97.74805),-97.74805,Republic Square @ Federal Courthouse Plaza,3455,active,3741,3547
2405,5,midnight,25.870967741935484,7,Walk Up,2014.774193548387,9.838709677419354,31,2405,origin,30.26461,(30.26461 -97.73049),-97.73049,Waller & 6th St.,2536,closed,5664,5630
2405,5,midnight,25.870967741935484,7,Walk Up,2014.774193548387,9.838709677419354,31,2405,destination,30.26304,(30.26304 -97.75824),-97.75824,Toomey Rd @ South Lamar,2712,closed,3439,3361
2404,0,early afternoon,36.225806451612904,11,Walk Up,2016.2903225806451,13.225806451612904,31,2404,origin,30.25542,(30.25542 -97.71665),-97.71665,East 2nd & Pedernales,3293,active,2603,2583
2404,0,early afternoon,36.225806451612904,11,Walk Up,2016.2903225806451,13.225806451612904,31,2404,destination,30.25839,(30.25839 -97.74592),-97.74592,South Congress & Barton Springs at the Austin American-Statesman,3513,active,5528,5688
2403,5,early afternoon,25.29032258064516,7,Local365,2017.0,13.516129032258064,31,2403,origin,30.26697,(30.26697 -97.74929),-97.74929,Nueces & 3rd,3621,active,2058,1869
2403,5,early afternoon,25.29032258064516,7,Local365,2017.0,13.516129032258064,31,2403,destination,30.26452,(30.26452 -97.7712),-97.7712,Barton Springs Pool,2572,active,11810,10733
2402,0,early afternoon,70.2258064516129,6,Walk Up,2016.1290322580646,14.0,31,2402,origin,30.26912,(30.26912 -97.73986),-97.73986,San Jacinto & 8th Street,2562,active,8595,7510
2402,0,early afternoon,70.2258064516129,6,Walk Up,2016.1290322580646,14.0,31,2402,destination,30.27193,(30.27193 -97.73854),-97.73854,11th & San Jacinto,3291,active,2981,1929
2401,4,early afternoon,32.58064516129032,5,Walk Up,2015.4193548387098,13.96774193548387,31,2401,origin,30.26717,(30.26717 -97.75484),-97.75484,Pfluger Bridge @ W 2nd Street,2566,active,18833,17983
2401,4,early afternoon,32.58064516129032,5,Walk Up,2015.4193548387098,13.96774193548387,31,2401,destination,30.25895,(30.25895 -97.71475),-97.71475,East 6th & Pedernales St.,2544,active,4194,3891
2400,3,early afternoon,18.741935483870968,5,Walk Up,2016.225806451613,14.387096774193548,31,2400,origin,30.25987,(30.25987 -97.72373),-97.72373,East 4th & Chicon,3292,active,3343,3536
2400,3,early afternoon,18.741935483870968,5,Walk Up,2016.225806451613,14.387096774193548,31,2400,destination,30.2698,(30.2698 -97.74186),-97.74186,8th & Congress,2496,active,12851,13913
2450,5,midnight,15.7,9,Walk Up,2016.3,10.366666666666667,30,2450,origin,30.26754,(30.26754 -97.74154),-97.74154,Brazos & 6th,3390,active,7228,7659
2450,5,midnight,15.7,9,Walk Up,2016.3,10.366666666666667,30,2450,destination,30.27654,(30.27654 -97.74155),-97.74155,State Capitol @ 14th & Colorado,2541,active,4708,3591
2449,5,early afternoon,39.2,4,24-Hour Kiosk (Austin B-cycle),2014.2666666666667,15.233333333333333,30,2449,origin,30.27595,(30.27595 -97.74739),-97.74739,ACC - Rio Grande & 12th,2545,closed,1749,1309
2449,5,early afternoon,39.2,4,24-Hour Kiosk (Austin B-cycle),2014.2666666666667,15.233333333333333,30,2449,destination,30.27974,(30.27974 -97.74254),-97.74254,17th & Guadalupe,2540,active,7357,5534
2448,1,evening,29.633333333333333,3,24-Hour Kiosk (Austin B-cycle),2014.0,15.7,30,2448,origin,30.2696,(30.2696 -97.75332),-97.75332,5th & Bowie,2501,active,26103,24624
2448,1,evening,29.633333333333333,3,24-Hour Kiosk (Austin B-cycle),2014.0,15.7,30,2448,destination,30.26383,(30.26383 -97.72864),-97.72864,6th & Navasota St.,1002,closed,1283,1017
2447,4,late afternoon,48.8,10,24-Hour Kiosk (Austin B-cycle),2014.1666666666667,11.8,30,2447,origin,30.26634,(30.26634 -97.74378),-97.74378,4th & Congress,2495,active,24392,27380
2447,4,late afternoon,48.8,10,24-Hour Kiosk (Austin B-cycle),2014.1666666666667,11.8,30,2447,destination,30.2848,(30.2848 -97.72756),-97.72756,Red River & LBJ Library,1004,closed,576,539
2446,5,early afternoon,21.6,3,Walk Up,2015.8,15.0,30,2446,origin,30.26889,(30.26889 -97.74525),-97.74525,Lavaca & 6th,1007,active,3994,4150
2446,5,early afternoon,21.6,3,Walk Up,2015.8,15.0,30,2446,destination,30.25226,(30.25226 -97.74854),-97.74854,South Congress & Academy,2570,active,14173,13724
2445,6,evening,99.5,10,Walk Up,2016.7,17.133333333333333,30,2445,origin,30.25839,(30.25839 -97.74592),-97.74592,South Congress & Barton Springs at the Austin American-Statesman,3513,active,5528,5688
2445,6,evening,99.5,10,Walk Up,2016.7,17.133333333333333,30,2445,destination,30.26032,(30.26032 -97.71899),-97.71899,East 6th at Robert Martinez,2822,active,5868,5509
2444,5,night,30.033333333333335,1,Local365,2015.2333333333333,18.766666666666666,30,2444,origin,30.25802,(30.25802 -97.7391),-97.7391,Rainey @ River St,2576,closed,3048,2936
2444,5,night,30.033333333333335,1,Local365,2015.2333333333333,18.766666666666666,30,2444,destination,30.26896,(30.26896 -97.72843),-97.72843,East 11th St. at Victory Grill,2568,active,5031,3780
2443,5,early afternoon,20.133333333333333,2,Walk Up,2015.5,13.366666666666667,30,2443,origin,30.26896,(30.26896 -97.72843),-97.72843,East 11th St. at Victory Grill,2568,active,5031,3780
2443,5,early afternoon,20.133333333333333,2,Walk Up,2015.5,13.366666666666667,30,2443,destination,30.27654,(30.27654 -97.74155),-97.74155,State Capitol @ 14th & Colorado,2541,active,4708,3591
2442,6,late afternoon,52.0,1,Walk Up,2016.9666666666667,16.433333333333334,30,2442,origin,30.26822,(30.26822 -97.74285),-97.74285,6th & Congress,3619,active,2290,2586
2442,6,late afternoon,52.0,1,Walk Up,2016.9666666666667,16.433333333333334,30,2442,destination,30.26735,(30.26735 -97.73933),-97.73933,Trinity & 6th Street,2565,active,10721,12945
2441,6,late afternoon,42.96666666666667,11,Local365,2015.5666666666666,13.9,30,2441,origin,30.25941,(30.25941 -97.74971),-97.74971,Long Center @ South 1st & Riverside,2549,active,15708,16643
2441,6,late afternoon,42.96666666666667,11,Local365,2015.5666666666666,13.9,30,2441,destination,30.2563,(30.2563 -97.71007),-97.71007,Capital Metro HQ - East 5th at Broadway,2823,active,2456,2452
2440,1,early afternoon,6.966666666666667,6,Annual Membership (Austin B-cycle),2014.0,13.7,30,2440,origin,30.27654,(30.27654 -97.74155),-97.74155,State Capitol @ 14th & Colorado,2541,active,4708,3591
2440,1,early afternoon,6.966666666666667,6,Annual Membership (Austin B-cycle),2014.0,13.7,30,2440,destination,30.27106,(30.27106 -97.74563),-97.74563,8th & Guadalupe,1003,closed,577,507
2439,3,late afternoon,9.366666666666667,1,Local30,2016.9666666666667,12.866666666666667,30,2439,origin,30.26483,(30.26483 -97.739),-97.739,Convention Center / 4th St. @ MetroRail,2498,active,23899,26439
2439,3,late afternoon,9.366666666666667,1,Local30,2016.9666666666667,12.866666666666667,30,2439,destination,30.26822,(30.26822 -97.74285),-97.74285,6th & Congress,3619,active,2290,2586
2438,6,late morning,26.966666666666665,3,Local365,2017.0,10.666666666666666,30,2438,origin,30.26455,(30.26455 -97.73165),-97.73165,Medina & East 6th,3660,active,1563,1444
2438,6,late morning,26.966666666666665,3,Local365,2017.0,10.666666666666666,30,2438,destination,30.28039,(30.28039 -97.73809),-97.73809,Bullock Museum @ Congress & MLK,2538,active,10799,9101
2437,5,early afternoon,27.0,3,Walk Up,2015.3666666666666,14.033333333333333,30,2437,origin,30.25941,(30.25941 -97.74971),-97.74971,Long Center @ South 1st & Riverside,2549,active,15708,16643
2437,5,early afternoon,27.0,3,Walk Up,2015.3666666666666,14.033333333333333,30,2437,destination,30.27624,(30.27624 -97.74831),-97.74831,ACC - West & 12th Street,2546,closed,4472,4184
2436,2,late afternoon,30.233333333333334,3,Walk Up,2015.6333333333334,14.233333333333333,30,2436,origin,30.2726,(30.2726 -97.74127),-97.74127,Capitol Station / Congress & 11th,2497,active,19878,16977
2436,2,late afternoon,30.233333333333334,3,Walk Up,2015.6333333333334,14.233333333333333,30,2436,destination,30.26032,(30.26032 -97.71899),-97.71899,East 6th at Robert Martinez,2822,active,5868,5509
2435,0,late morning,53.9,3,Walk Up,2016.4,14.166666666666666,30,2435,origin,30.27466,(30.27466 -97.77028),-97.77028,MoPac Pedestrian Bridge @ Veterans Drive,3377,active,8436,8260
2435,0,late morning,53.9,3,Walk Up,2016.4,14.166666666666666,30,2435,destination,30.25103,(30.25103 -97.74926),-97.74926,South Congress & James,2503,active,14376,14616
2434,4,evening,12.533333333333333,3,Walk Up,2015.0,17.366666666666667,30,2434,origin,30.26694,(30.26694 -97.74939),-97.74939,Nueces @ 3rd,1008,moved,4307,4163
2434,4,evening,12.533333333333333,3,Walk Up,2015.0,17.366666666666667,30,2434,destination,30.26854,(30.26854 -97.73646),-97.73646,Red River & 8th Street,2571,active,9154,9158
2433,4,early afternoon,25.333333333333332,3,Local365,2016.1666666666667,15.333333333333334,30,2433,origin,30.2678,(30.2678 -97.75189),-97.75189,3rd & West,2552,active,15342,13180
2433,4,early afternoon,25.333333333333332,3,Local365,2016.1666666666667,15.333333333333334,30,2433,destination,30.25542,(30.25542 -97.71665),-97.71665,East 2nd & Pedernales,3293,active,2603,2583
2432,4,early afternoon,1.7333333333333334,10,Local365,2015.2,14.3,30,2432,origin,30.26694,(30.26694 -97.74939),-97.74939,Nueces @ 3rd,1008,moved,4307,4163
2432,4,early afternoon,1.7333333333333334,10,Local365,2015.2,14.3,30,2432,destination,30.26889,(30.26889 -97.74525),-97.74525,Lavaca & 6th,1007,active,3994,4150
2431,4,early afternoon,62.166666666666664,10,Walk Up,2015.9333333333334,12.066666666666666,30,2431,origin,30.26032,(30.26032 -97.71899),-97.71899,East 6th at Robert Martinez,2822,active,5868,5509
2431,4,early afternoon,62.166666666666664,10,Walk Up,2015.9333333333334,12.066666666666666,30,2431,destination,30.2659,(30.2659 -97.76822),-97.76822,Zilker Park,2574,active,13302,15238
2430,6,late afternoon,47.6,3,24-Hour Kiosk (Austin B-cycle),2014.5,13.633333333333333,30,2430,origin,30.28395,(30.28395 -97.74198),-97.74198,Guadalupe & 21st,2547,moved,6863,7423
2430,6,late afternoon,47.6,3,24-Hour Kiosk (Austin B-cycle),2014.5,13.633333333333333,30,2430,destination,30.26461,(30.26461 -97.73049),-97.73049,Waller & 6th St.,2536,closed,5664,5630
2429,5,late afternoon,27.1,3,24-Hour Kiosk (Austin B-cycle),2014.6666666666667,15.4,30,2429,origin,30.27336,(30.27336 -97.73805),-97.73805,State Capitol Visitors Garage @ San Jacinto & 12th,2561,active,4682,3748
2429,5,late afternoon,27.1,3,24-Hour Kiosk (Austin B-cycle),2014.6666666666667,15.4,30,2429,destination,30.26461,(30.26461 -97.73049),-97.73049,Waller & 6th St.,2536,closed,5664,5630
2428,0,late morning,11.366666666666667,4,Walk Up,2014.3666666666666,12.7,30,2428,origin,30.27974,(30.27974 -97.74254),-97.74254,17th & Guadalupe,2540,active,7357,5534
2428,0,late morning,11.366666666666667,4,Walk Up,2014.3666666666666,12.7,30,2428,destination,30.27595,(30.27595 -97.74739),-97.74739,ACC - Rio Grande & 12th,2545,closed,1749,1309
2427,5,early afternoon,35.4,3,Walk Up,2015.3666666666666,13.866666666666667,30,2427,origin,30.2563,(30.2563 -97.71007),-97.71007,Capital Metro HQ - East 5th at Broadway,2823,active,2456,2452
2427,5,early afternoon,35.4,3,Walk Up,2015.3666666666666,13.866666666666667,30,2427,destination,30.26408,(30.26408 -97.74355),-97.74355,2nd & Congress,2494,active,25917,28843
2426,5,late afternoon,31.933333333333334,4,24-Hour Kiosk (Austin B-cycle),2014.4666666666667,14.733333333333333,30,2426,origin,30.26452,(30.26452 -97.7712),-97.7712,Barton Springs Pool,2572,active,11810,10733
2426,5,late afternoon,31.933333333333334,4,24-Hour Kiosk (Austin B-cycle),2014.4666666666667,14.733333333333333,30,2426,destination,30.27624,(30.27624 -97.74831),-97.74831,ACC - West & 12th Street,2546,closed,4472,4184
2484,4,late morning,21.20689655172414,3,Walk Up,2015.5172413793102,12.068965517241379,29,2484,origin,30.26968,(30.26968 -97.73074),-97.73074,East 11th St. & San Marcos,2569,active,8755,6617
2484,4,late morning,21.20689655172414,3,Walk Up,2015.5172413793102,12.068965517241379,29,2484,destination,30.2563,(30.2563 -97.71007),-97.71007,Capital Metro HQ - East 5th at Broadway,2823,active,2456,2452
2483,4,late afternoon,14.482758620689655,3,24-Hour Kiosk (Austin B-cycle),2014.0,15.172413793103448,29,2483,origin,30.27106,(30.27106 -97.74563),-97.74563,8th & Guadalupe,1003,closed,577,507
2483,4,late afternoon,14.482758620689655,3,24-Hour Kiosk (Austin B-cycle),2014.0,15.172413793103448,29,2483,destination,30.28395,(30.28395 -97.74198),-97.74198,Guadalupe & 21st,2547,moved,6863,7423
2482,6,evening,21.0,1,Local365,2015.1379310344828,14.413793103448276,29,2482,origin,30.25802,(30.25802 -97.7391),-97.7391,Rainey @ River St,2576,closed,3048,2936
2482,6,evening,21.0,1,Local365,2015.1379310344828,14.413793103448276,29,2482,destination,30.26694,(30.26694 -97.74939),-97.74939,Nueces @ 3rd,1008,moved,4307,4163
2481,0,evening,21.06896551724138,1,Walk Up,2016.1724137931035,14.89655172413793,29,2481,origin,30.27193,(30.27193 -97.73854),-97.73854,11th & San Jacinto,3291,active,2981,1929
2481,0,evening,21.06896551724138,1,Walk Up,2016.1724137931035,14.89655172413793,29,2481,destination,30.25941,(30.25941 -97.74971),-97.74971,Long Center @ South 1st & Riverside,2549,active,15708,16643
2480,5,early afternoon,33.241379310344826,10,Walk Up,2015.4137931034484,14.586206896551724,29,2480,origin,30.27336,(30.27336 -97.73805),-97.73805,State Capitol Visitors Garage @ San Jacinto & 12th,2561,active,4682,3748
2480,5,early afternoon,33.241379310344826,10,Walk Up,2015.4137931034484,14.586206896551724,29,2480,destination,30.24891,(30.24891 -97.75019),-97.75019,South Congress & Elizabeth,2504,active,11932,10383
2479,5,evening,55.93103448275862,2,Walk Up,2017.0,15.137931034482758,29,2479,origin,30.26754,(30.26754 -97.74154),-97.74154,Brazos & 6th,3390,active,7228,7659
2479,5,evening,55.93103448275862,2,Walk Up,2017.0,15.137931034482758,29,2479,destination,30.26822,(30.26822 -97.74285),-97.74285,6th & Congress,3619,active,2290,2586
2478,3,early morning,21.655172413793103,10,Annual Membership (Austin B-cycle),2015.0,11.89655172413793,29,2478,origin,30.26968,(30.26968 -97.73074),-97.73074,East 11th St. & San Marcos,2569,active,8755,6617
2478,3,early morning,21.655172413793103,10,Annual Membership (Austin B-cycle),2015.0,11.89655172413793,29,2478,destination,30.27974,(30.27974 -97.74254),-97.74254,17th & Guadalupe,2540,active,7357,5534
2477,6,evening,48.310344827586206,2,Walk Up,2016.448275862069,15.448275862068966,29,2477,origin,30.28395,(30.28395 -97.74198),-97.74198,Guadalupe & 21st,2547,moved,6863,7423
2477,6,evening,48.310344827586206,2,Walk Up,2016.448275862069,15.448275862068966,29,2477,destination,30.27466,(30.27466 -97.77028),-97.77028,MoPac Pedestrian Bridge @ Veterans Drive,3377,active,8436,8260
2476,1,late morning,9.310344827586206,3,Local365,2017.0,13.206896551724139,29,2476,origin,30.26697,(30.26697 -97.74929),-97.74929,Nueces & 3rd,3621,active,2058,1869
2476,1,late morning,9.310344827586206,3,Local365,2017.0,13.206896551724139,29,2476,destination,30.2698,(30.2698 -97.74186),-97.74186,8th & Congress,2496,active,12851,13913
2475,0,late afternoon,172.89655172413794,10,Local365,2015.8620689655172,16.96551724137931,29,2475,origin,30.2678,(30.2678 -97.75189),-97.75189,3rd & West,2552,active,15342,13180
2475,0,late afternoon,172.89655172413794,10,Local365,2015.8620689655172,16.96551724137931,29,2475,destination,30.27336,(30.27336 -97.73805),-97.73805,State Capitol Visitors Garage @ San Jacinto & 12th,2561,active,4682,3748
2474,6,late afternoon,18.275862068965516,7,24-Hour Kiosk (Austin B-cycle),2014.1379310344828,15.206896551724139,29,2474,origin,30.2848,(30.2848 -97.72756),-97.72756,Red River & LBJ Library,1004,closed,576,539
2474,6,late afternoon,18.275862068965516,7,24-Hour Kiosk (Austin B-cycle),2014.1379310344828,15.206896551724139,29,2474,destination,30.27336,(30.27336 -97.73805),-97.73805,State Capitol Visitors Garage @ San Jacinto & 12th,2561,active,4682,3748
2473,3,late afternoon,23.03448275862069,4,Walk Up,2016.5862068965516,14.517241379310345,29,2473,origin,30.26912,(30.26912 -97.73986),-97.73986,San Jacinto & 8th Street,2562,active,8595,7510
2473,3,late afternoon,23.03448275862069,4,Walk Up,2016.5862068965516,14.517241379310345,29,2473,destination,30.25839,(30.25839 -97.74592),-97.74592,South Congress & Barton Springs at the Austin American-Statesman,3513,active,5528,5688
2472,3,early afternoon,479.3103448275862,5,Annual Membership (Austin B-cycle),2014.7241379310344,15.10344827586207,29,2472,origin,30.2696,(30.2696 -97.75332),-97.75332,5th & Bowie,2501,active,26103,24624
2472,3,early afternoon,479.3103448275862,5,Annual Membership (Austin B-cycle),2014.7241379310344,15.10344827586207,29,2472,destination,30.27186,(30.27186 -97.73997),-97.73997,OFFICE/Main/Shop/Repair,1001,active,337,660
2471,4,late afternoon,18.82758620689655,2,Walk Up,2015.6206896551723,13.344827586206897,29,2471,origin,30.27654,(30.27654 -97.74155),-97.74155,State Capitol @ 14th & Colorado,2541,active,4708,3591
2471,4,late afternoon,18.82758620689655,2,Walk Up,2015.6206896551723,13.344827586206897,29,2471,destination,30.2678,(30.2678 -97.75189),-97.75189,3rd & West,2552,active,15342,13180
2470,0,early afternoon,22.96551724137931,3,24-Hour Kiosk (Austin B-cycle),2014.0,15.206896551724139,29,2470,origin,30.28395,(30.28395 -97.74198),-97.74198,Guadalupe & 21st,2547,moved,6863,7423
2470,0,early afternoon,22.96551724137931,3,24-Hour Kiosk (Austin B-cycle),2014.0,15.206896551724139,29,2470,destination,30.27106,(30.27106 -97.74563),-97.74563,8th & Guadalupe,1003,closed,577,507
2469,5,early afternoon,35.37931034482759,4,Walk Up,2017.0,13.586206896551724,29,2469,origin,30.26822,(30.26822 -97.74285),-97.74285,6th & Congress,3619,active,2290,2586
2469,5,early afternoon,35.37931034482759,4,Walk Up,2017.0,13.586206896551724,29,2469,destination,30.26452,(30.26452 -97.7712),-97.7712,Barton Springs Pool,2572,active,11810,10733
2468,5,late afternoon,16.551724137931036,4,Walk Up,2015.0,15.0,29,2468,origin,30.26774,(30.26774 -97.74692),-97.74692,Republic Square @ Guadalupe & 4th St.,2550,moved,10781,11473
2468,5,late afternoon,16.551724137931036,4,Walk Up,2015.0,15.0,29,2468,destination,30.26694,(30.26694 -97.74939),-97.74939,Nueces @ 3rd,1008,moved,4307,4163
2467,1,early afternoon,36.96551724137931,4,Walk Up,2015.448275862069,13.517241379310345,29,2467,origin,30.26408,(30.26408 -97.74355),-97.74355,2nd & Congress,2494,active,25917,28843
2467,1,early afternoon,36.96551724137931,4,Walk Up,2015.448275862069,13.517241379310345,29,2467,destination,30.2563,(30.2563 -97.71007),-97.71007,Capital Metro HQ - East 5th at Broadway,2823,active,2456,2452
2466,5,evening,19.862068965517242,2,24-Hour Kiosk (Austin B-cycle),2014.0,14.068965517241379,29,2466,origin,30.26408,(30.26408 -97.74355),-97.74355,2nd & Congress,2494,active,25917,28843
2466,5,evening,19.862068965517242,2,24-Hour Kiosk (Austin B-cycle),2014.0,14.068965517241379,29,2466,destination,30.26383,(30.26383 -97.72864),-97.72864,6th & Navasota St.,1002,closed,1283,1017
2465,5,evening,36.37931034482759,3,Walk Up,2014.8275862068965,16.551724137931036,29,2465,origin,30.26304,(30.26304 -97.75824),-97.75824,Toomey Rd @ South Lamar,2712,closed,3439,3361
2465,5,evening,36.37931034482759,3,Walk Up,2014.8275862068965,16.551724137931036,29,2465,destination,30.27624,(30.27624 -97.74831),-97.74831,ACC - West & 12th Street,2546,closed,4472,4184
2464,0,early morning,31.413793103448278,3,Local365,2016.0,11.931034482758621,29,2464,origin,30.26032,(30.26032 -97.71899),-97.71899,East 6th at Robert Martinez,2822,active,5868,5509
2464,0,early morning,31.413793103448278,3,Local365,2016.0,11.931034482758621,29,2464,destination,30.26025,(30.26025 -97.71002),-97.71002,East 7th & Pleasant Valley,3381,closed,550,510
2463,6,early afternoon,34.62068965517241,6,Walk Up,2015.8275862068965,12.793103448275861,29,2463,origin,30.26896,(30.26896 -97.72843),-97.72843,East 11th St. at Victory Grill,2568,active,5031,3780
2463,6,early afternoon,34.62068965517241,6,Walk Up,2015.8275862068965,12.793103448275861,29,2463,destination,30.25971,(30.25971 -97.75346),-97.75346,Palmer Auditorium,2567,active,14385,13169
2462,4,evening,40.689655172413794,11,Walk Up,2016.6206896551723,16.75862068965517,29,2462,origin,30.25839,(30.25839 -97.74592),-97.74592,South Congress & Barton Springs at the Austin American-Statesman,3513,active,5528,5688
2462,4,evening,40.689655172413794,11,Walk Up,2016.6206896551723,16.75862068965517,29,2462,destination,30.26217,(30.26217 -97.72743),-97.72743,Plaza Saltillo,2542,active,9729,10810
2461,4,late morning,27.379310344827587,3,Local365,2016.3793103448277,12.655172413793103,29,2461,origin,30.25987,(30.25987 -97.72373),-97.72373,East 4th & Chicon,3292,active,3343,3536
2461,4,late morning,27.379310344827587,3,Local365,2016.3793103448277,12.655172413793103,29,2461,destination,30.27041,(30.27041 -97.75046),-97.75046,West & 6th St.,2537,active,11689,13783
2460,0,evening,23.517241379310345,7,Local365,2017.0,18.06896551724138,29,2460,origin,30.26446,(30.26446 -97.75665),-97.75665,Riverside @ S. Lamar,2575,active,27383,27100
2460,0,evening,23.517241379310345,7,Local365,2017.0,18.06896551724138,29,2460,destination,30.26455,(30.26455 -97.73165),-97.73165,Medina & East 6th,3660,active,1563,1444
2459,6,late morning,37.96551724137931,3,Walk Up,2016.4827586206898,13.689655172413794,29,2459,origin,30.25839,(30.25839 -97.74592),-97.74592,South Congress & Barton Springs at the Austin American-Statesman,3513,active,5528,5688
2459,6,late morning,37.96551724137931,3,Walk Up,2016.4827586206898,13.689655172413794,29,2459,destination,30.28395,(30.28395 -97.74198),-97.74198,Guadalupe & 21st,2547,moved,6863,7423
2458,5,early afternoon,24.379310344827587,3,Walk Up,2015.0,13.10344827586207,29,2458,origin,30.26694,(30.26694 -97.74939),-97.74939,Nueces @ 3rd,1008,moved,4307,4163
2458,5,early afternoon,24.379310344827587,3,Walk Up,2015.0,13.10344827586207,29,2458,destination,30.26452,(30.26452 -97.7712),-97.7712,Barton Springs Pool,2572,active,11810,10733
2457,4,evening,12.275862068965518,4,Local365,2017.0,16.24137931034483,29,2457,origin,30.26697,(30.26697 -97.74929),-97.74929,Nueces & 3rd,3621,active,2058,1869
2457,4,evening,12.275862068965518,4,Local365,2017.0,16.24137931034483,29,2457,destination,30.25971,(30.25971 -97.75346),-97.75346,Palmer Auditorium,2567,active,14385,13169
2456,6,early afternoon,13.931034482758621,3,Walk Up,2015.0689655172414,12.793103448275861,29,2456,origin,30.26854,(30.26854 -97.73646),-97.73646,Red River & 8th Street,2571,active,9154,9158
2456,6,early afternoon,13.931034482758621,3,Walk Up,2015.0689655172414,12.793103448275861,29,2456,destination,30.26694,(30.26694 -97.74939),-97.74939,Nueces @ 3rd,1008,moved,4307,4163
2455,4,late afternoon,32.93103448275862,10,Walk Up,2014.896551724138,13.482758620689655,29,2455,origin,30.26461,(30.26461 -97.73049),-97.73049,Waller & 6th St.,2536,closed,5664,5630
2455,4,late afternoon,32.93103448275862,10,Walk Up,2014.896551724138,13.482758620689655,29,2455,destination,30.262,(30.262 -97.76118),-97.76118,Barton Springs @ Kinney Ave,2711,active,15230,15851
2454,0,late afternoon,67.82758620689656,6,Walk Up,2015.551724137931,13.89655172413793,29,2454,origin,30.25579,(30.25579 -97.73982),-97.73982,Rainey St @ Cummings,2707,active,23120,22368
2454,0,late afternoon,67.82758620689656,6,Walk Up,2015.551724137931,13.89655172413793,29,2454,destination,30.28576,(30.28576 -97.74181),-97.74181,UT West Mall @ Guadalupe,2548,active,10855,9219
2453,5,late afternoon,52.37931034482759,5,Walk Up,2015.7586206896551,15.517241379310345,29,2453,origin,30.26452,(30.26452 -97.7712),-97.7712,Barton Springs Pool,2572,active,11810,10733
2453,5,late afternoon,52.37931034482759,5,Walk Up,2015.7586206896551,15.517241379310345,29,2453,destination,30.26896,(30.26896 -97.72843),-97.72843,East 11th St. at Victory Grill,2568,active,5031,3780
2452,2,early afternoon,45.689655172413794,2,Local365,2016.8275862068965,12.275862068965518,29,2452,origin,30.2563,(30.2563 -97.71007),-97.71007,Capital Metro HQ - East 5th at Broadway,2823,active,2456,2452
2452,2,early afternoon,45.689655172413794,2,Local365,2016.8275862068965,12.275862068965518,29,2452,destination,30.2659,(30.2659 -97.76822),-97.76822,Zilker Park,2574,active,13302,15238
2451,5,late afternoon,15.379310344827585,1,Walk Up,2015.4827586206898,15.206896551724139,29,2451,origin,30.25987,(30.25987 -97.72373),-97.72373,East 4th & Chicon,3292,active,3343,3536
2451,5,late afternoon,15.379310344827585,1,Walk Up,2015.4827586206898,15.206896551724139,29,2451,destination,30.25802,(30.25802 -97.7391),-97.7391,Rainey @ River St,2576,closed,3048,2936
2519,6,late afternoon,31.5,3,24-Hour Kiosk (Austin B-cycle),2014.4285714285713,15.821428571428571,28,2519,origin,30.26774,(30.26774 -97.74692),-97.74692,Republic Square @ Guadalupe & 4th St.,2550,moved,10781,11473
2519,6,late afternoon,31.5,3,24-Hour Kiosk (Austin B-cycle),2014.4285714285713,15.821428571428571,28,2519,destination,30.27336,(30.27336 -97.73805),-97.73805,State Capitol Visitors Garage @ San Jacinto & 12th,2561,active,4682,3748
2518,4,evening,39.214285714285715,10,Walk Up,2015.892857142857,17.178571428571427,28,2518,origin,30.2659,(30.2659 -97.76822),-97.76822,Zilker Park,2574,active,13302,15238
2518,4,evening,39.214285714285715,10,Walk Up,2015.892857142857,17.178571428571427,28,2518,destination,30.26416,(30.26416 -97.73289),-97.73289,5th & San Marcos,2564,moved,7187,6999
2517,4,late afternoon,50.107142857142854,6,Walk Up,2016.392857142857,14.928571428571429,28,2517,origin,30.27466,(30.27466 -97.77028),-97.77028,MoPac Pedestrian Bridge @ Veterans Drive,3377,active,8436,8260
2517,4,late afternoon,50.107142857142854,6,Walk Up,2016.392857142857,14.928571428571429,28,2517,destination,30.28576,(30.28576 -97.74181),-97.74181,UT West Mall @ Guadalupe,2548,active,10855,9219
